Time(s),HeartRate(1/min),TotalLungVolume(mL),RespirationRate(1/min),BloodVolume(mL)
22.12,72.025740,2531.293532,12.048193,5492.991850
22.14,72.025740,2521.984305,12.048193,5492.992693
22.16,72.025740,2512.576083,12.048193,5492.993554
22.18,72.025740,2503.075175,12.048193,5492.994433
22.20,72.025740,2493.487934,12.048193,5492.995329
22.22,72.025740,2483.820755,12.048193,5492.996241
22.24,72.025740,2474.080063,12.048193,5492.997170
22.26,72.025740,2464.272308,12.048193,5492.998116
22.28,72.025740,2454.403959,12.048193,5492.999077
22.30,72.025740,2444.481489,12.048193,5493.000055
22.32,72.025740,2434.511374,12.048193,5493.001047
22.34,72.025999,2424.500084,12.048193,5493.002055
22.36,72.025999,2414.454069,12.048193,5493.003078
22.38,72.025999,2404.379758,12.048193,5493.004115
22.40,72.025999,2394.283548,12.048193,5493.005165
22.42,72.025999,2384.171793,12.048193,5493.006197
22.44,72.025999,2374.050802,12.048193,5493.007184
22.46,72.025999,2363.926825,12.048193,5493.008110
22.48,72.025999,2353.806051,12.048193,5493.008970
22.50,72.025999,2343.694593,12.048193,5493.009768
22.52,72.025999,2333.598488,12.048193,5493.010510
22.54,72.025999,2323.523685,12.048193,5493.011204
22.56,72.025999,2313.476038,12.048193,5493.011860
22.58,72.025999,2303.461301,12.048193,5493.012487
22.60,72.025999,2294.153719,12.048193,5493.013092
22.62,72.025999,2286.209065,12.048193,5493.013682
22.64,72.025999,2279.452564,12.048193,5493.014262
22.66,72.025999,2273.721756,12.048193,5493.014837
22.68,72.025999,2268.870515,12.048193,5493.015410
22.70,72.025999,2264.770012,12.048193,5493.015988
22.72,72.025999,2261.308114,12.048193,5493.016576
22.74,72.025999,2258.388067,12.048193,5493.017183
22.76,72.025999,2255.926891,12.048193,5493.017811
22.78,72.025999,2253.853728,12.048193,5493.018460
22.80,72.025999,2252.108273,12.048193,5493.019128
22.82,72.025999,2250.639325,12.048193,5493.019818
22.84,72.025999,2249.403503,12.048193,5493.020527
22.86,72.025999,2248.364104,12.048193,5493.021257
22.88,72.025999,2247.490116,12.048193,5493.022006
22.90,72.025999,2246.755360,12.048193,5493.022774
22.92,72.025999,2246.137760,12.048193,5493.023562
22.94,72.025999,2245.618708,12.048193,5493.024369
22.96,72.025999,2245.182530,12.048193,5493.025194
22.98,72.025999,2244.816030,12.048193,5493.026037
23.00,72.025999,2244.508103,12.048193,5493.026898
23.02,72.025999,2244.249407,12.048193,5493.027777
23.04,72.025999,2244.032083,12.048193,5493.028673
23.06,72.025999,2243.849523,12.048193,5493.029585
23.08,72.025999,2243.696173,12.048193,5493.030515
23.10,72.025999,2243.567364,12.048193,5493.031460
23.12,72.025999,2243.459172,12.048193,5493.032422
23.14,72.025999,2243.368298,12.048193,5493.033399
23.16,72.025999,2243.291973,12.048193,5493.034391
23.18,72.026093,2243.227868,12.048193,5493.035399
23.20,72.026093,2243.174028,12.048193,5493.036422
23.22,72.026093,2243.128809,12.048193,5493.037459
23.24,72.026093,2243.090832,12.048193,5493.038509
23.26,72.026093,2243.058936,12.048193,5493.039541
23.28,72.026093,2243.032149,12.048193,5493.040528
23.30,72.026093,2243.009652,12.048193,5493.041454
23.32,72.026093,2242.990758,12.048193,5493.042315
23.34,72.026093,2242.974890,12.048193,5493.043113
23.36,72.026093,2242.961564,12.048193,5493.043855
23.38,72.026093,2242.950372,12.048193,5493.044549
23.40,72.026093,2242.940973,12.048193,5493.045205
23.42,72.026093,2242.933079,12.048193,5493.045832
23.44,72.026093,2242.926450,12.048193,5493.046437
23.46,72.026093,2242.920882,12.048193,5493.047027
23.48,72.026093,2242.916207,12.048193,5493.047607
23.50,72.026093,2242.912280,12.048193,5493.048182
23.52,72.026093,2242.908982,12.048193,5493.048756
23.54,72.026093,2242.906213,12.048193,5493.049334
23.56,72.026093,2242.903887,12.048193,5493.049922
23.58,72.026093,2242.901934,12.048193,5493.050530
23.60,72.026093,2242.900293,12.048193,5493.051157
23.62,72.026093,2242.898916,12.048193,5493.051806
23.64,72.026093,2242.897759,12.048193,5493.052475
23.66,72.026093,2242.896787,12.048193,5493.053164
23.68,72.026093,2242.895971,12.048193,5493.053874
23.70,72.026093,2242.895286,12.048193,5493.054604
23.72,72.026093,2242.894710,12.048193,5493.055353
23.74,72.026093,2242.894227,12.048193,5493.056122
23.76,72.026093,2242.893821,12.048193,5493.056910
23.78,72.026093,2242.893480,12.048193,5493.057716
23.80,72.026093,2242.893194,12.048193,5493.058542
23.82,72.026093,2242.892954,12.048193,5493.059385
23.84,72.026093,2242.892752,12.048193,5493.060246
23.86,72.026093,2242.892582,12.048193,5493.061125
23.88,72.026093,2242.892440,12.048193,5493.062021
23.90,72.026093,2242.892320,12.048193,5493.062933
23.92,72.026093,2242.892220,12.048193,5493.063863
23.94,72.026093,2242.892135,12.048193,5493.064808
23.96,72.026093,2242.892064,12.048193,5493.065770
23.98,72.026093,2242.892005,12.048193,5493.066747
24.00,72.026093,2242.891955,12.048193,5493.067740
24.02,72.026006,2242.891913,12.048193,5493.068748
24.04,72.026006,2242.891878,12.048193,5493.069771
24.06,72.026006,2242.891848,12.048193,5493.070808
24.08,72.026006,2242.891823,12.048193,5493.071858
24.10,72.026006,2242.891802,12.048193,5493.072890
24.12,72.026006,2242.891785,12.048193,5493.073877
24.14,72.026006,2242.891770,12.048193,5493.074803
24.16,72.026006,2242.891758,12.048193,5493.075664
24.18,72.026006,2242.891747,12.048193,5493.076462
24.20,72.026006,2242.891739,12.048193,5493.077204
24.22,72.026006,2242.891731,12.048193,5493.077898
24.24,72.026006,2242.891725,12.048193,5493.078555
24.26,72.026006,2242.891720,12.048193,5493.079182
24.28,72.026006,2242.891716,12.048193,5493.079787
24.30,72.026006,2242.891712,12.048193,5493.080377
24.32,72.026006,2242.891709,12.048193,5493.080957
24.34,72.026006,2242.891707,12.048193,5493.081532
24.36,72.026006,2242.891704,12.048193,5493.082106
24.38,72.026006,2242.891703,12.048193,5493.082684
24.40,72.026006,2242.891701,12.048193,5493.083272
24.42,72.026006,2242.891700,12.048193,5493.083880
24.44,72.026006,2242.891699,12.048193,5493.084508
24.46,72.026006,2242.891698,12.048193,5493.085156
24.48,72.026006,2242.891697,12.048193,5493.085826
24.50,72.026006,2242.891696,12.048193,5493.086515
24.52,72.026006,2242.891696,12.048193,5493.087225
24.54,72.026006,2244.295335,12.048193,5493.087954
24.56,72.026006,2246.914188,12.048193,5493.088704
24.58,72.026006,2250.572358,12.048193,5493.089472
24.60,72.026006,2255.113112,12.048193,5493.090260
24.62,72.026006,2260.400405,12.048193,5493.091067
24.64,72.026006,2266.317954,12.048193,5493.091892
24.66,72.026006,2272.767256,12.048193,5493.092736
24.68,72.026006,2279.665283,12.048193,5493.093597
24.70,72.026006,2286.942203,12.048193,5493.094476
24.72,72.026006,2294.539303,12.048193,5493.095372
24.74,72.026006,2302.407155,12.048193,5493.096284
24.76,72.026006,2310.504048,12.048193,5493.097214
24.78,72.026006,2318.794662,12.048193,5493.098159
24.80,72.026006,2327.248960,12.048193,5493.099121
24.82,72.026006,2335.841258,12.048193,5493.100098
24.84,72.026006,2344.549466,12.048193,5493.101091
24.86,72.025929,2353.354448,12.048193,5493.102099
24.88,72.025929,2362.239510,12.048193,5493.103122
24.90,72.025929,2371.189961,12.048193,5493.104159
24.92,72.025929,2380.192760,12.048193,5493.105210
24.94,72.025929,2389.236231,12.048193,5493.106242
24.96,72.025929,2398.309812,12.048193,5493.107228
24.98,72.025929,2407.403867,12.048193,5493.108154
25.00,72.025929,2416.509514,12.048193,5493.109015
25.02,72.025929,2425.618499,12.048193,5493.109813
25.04,72.025929,2434.723079,12.048193,5493.110555
25.06,72.025929,2443.815935,12.048193,5493.111249
25.08,72.025929,2452.890094,12.048193,5493.111906
25.10,72.025929,2461.938871,12.048193,5493.112532
25.12,72.025929,2470.955816,12.048193,5493.113138
25.14,72.025929,2479.934673,12.048193,5493.113728
25.16,72.025929,2488.869347,12.048193,5493.114308
25.18,72.025929,2497.753876,12.048193,5493.114883
25.20,72.025929,2506.582409,12.048193,5493.115457
25.22,72.025929,2515.349188,12.048193,5493.116035
25.24,72.025929,2524.048536,12.048193,5493.116623
25.26,72.025929,2532.674841,12.048193,5493.117230
25.28,72.025929,2541.222553,12.048193,5493.117858
25.30,72.025929,2549.686175,12.048193,5493.118507
25.32,72.025929,2558.060257,12.048193,5493.119176
25.34,72.025929,2566.339395,12.048193,5493.119865
25.36,72.025929,2574.518231,12.048193,5493.120575
25.38,72.025929,2582.591445,12.048193,5493.121304
25.40,72.025929,2590.553765,12.048193,5493.122054
25.42,72.025929,2598.399959,12.048193,5493.122823
25.44,72.025929,2606.124844,12.048193,5493.123610
25.46,72.025929,2613.723282,12.048193,5493.124417
25.48,72.025929,2621.190186,12.048193,5493.125242
25.50,72.025929,2628.520520,12.048193,5493.126086
25.52,72.025929,2635.709307,12.048193,5493.126947
25.54,72.025929,2642.751628,12.048193,5493.127826
25.56,72.025929,2649.642626,12.048193,5493.128721
25.58,72.025929,2656.377512,12.048193,5493.129634
25.60,72.025929,2662.951568,12.048193,5493.130563
25.62,72.025929,2669.360150,12.048193,5493.131509
25.64,72.025929,2675.598694,12.048193,5493.132471
25.66,72.025929,2681.662717,12.048193,5493.133448
25.68,72.025929,2687.547827,12.048193,5493.134440
25.70,72.025967,2693.249719,12.048193,5493.135448
25.72,72.025967,2698.764186,12.048193,5493.136471
25.74,72.025967,2704.087120,12.048193,5493.137508
25.76,72.025967,2709.214519,12.048193,5493.138559
25.78,72.025967,2714.142485,12.048193,5493.139591
25.80,72.025967,2718.867236,12.048193,5493.140577
25.82,72.025967,2723.385103,12.048193,5493.141503
25.84,72.025967,2727.692538,12.048193,5493.142364
25.86,72.025967,2731.786117,12.048193,5493.143162
25.88,72.025967,2735.662544,12.048193,5493.143904
25.90,72.025967,2739.318651,12.048193,5493.144598
25.92,72.025967,2742.751408,12.048193,5493.145254
25.94,72.025967,2745.957922,12.048193,5493.145881
25.96,72.025967,2748.935439,12.048193,5493.146486
25.98,72.025967,2751.681352,12.048193,5493.147076
26.00,72.025967,2754.193201,12.048193,5493.147656
26.02,72.025967,2756.468677,12.048193,5493.148231
26.04,72.025967,2758.505623,12.048193,5493.148805
26.06,72.025967,2760.302039,12.048193,5493.149383
26.08,72.025967,2761.856084,12.048193,5493.149971
26.10,72.025967,2763.166077,12.048193,5493.150579
26.12,72.025967,2764.230502,12.048193,5493.151207
26.14,72.025967,2765.048007,12.048193,5493.151855
26.16,72.025967,2765.617410,12.048193,5493.152524
26.18,72.025967,2765.937697,12.048193,5493.153214
26.20,72.025967,2766.008025,12.048193,5493.153923
26.22,72.025967,2765.827727,12.048193,5493.154653
26.24,72.025967,2765.396307,12.048193,5493.155402
26.26,72.025967,2764.713449,12.048193,5493.156171
26.28,72.025967,2763.779011,12.048193,5493.156959
26.30,72.025967,2762.593030,12.048193,5493.157765
26.32,72.025967,2761.155725,12.048193,5493.158590
26.34,72.025967,2759.467491,12.048193,5493.159434
26.36,72.025967,2757.528907,12.048193,5493.160295
26.38,72.025967,2755.340733,12.048193,5493.161173
26.40,72.025967,2752.903908,12.048193,5493.162069
26.42,72.025967,2750.219557,12.048193,5493.162982
26.44,72.025967,2747.288983,12.048193,5493.163911
26.46,72.025967,2744.113673,12.048193,5493.164857
26.48,72.025967,2740.695294,12.048193,5493.165818
26.50,72.025967,2737.035697,12.048193,5493.166796
26.52,72.025967,2733.136909,12.048193,5493.167788
26.54,72.026023,2729.001141,12.048193,5493.168796
26.56,72.026023,2724.630779,12.048193,5493.169819
26.58,72.026023,2720.028390,12.048193,5493.170856
26.60,72.026023,2715.196713,12.048193,5493.171906
26.62,72.026023,2710.138667,12.048193,5493.172938
26.64,72.026023,2704.857340,12.048193,5493.173925
26.66,72.026023,2699.355993,12.048193,5493.174851
26.68,72.026023,2693.638055,12.048193,5493.175712
26.70,72.026023,2687.707123,12.048193,5493.176509
26.72,72.026023,2681.566958,12.048193,5493.177251
26.74,72.026023,2675.221482,12.048193,5493.177946
26.76,72.026023,2668.674778,12.048193,5493.178602
26.78,72.026023,2661.931081,12.048193,5493.179229
26.80,72.026023,2654.994782,12.048193,5493.179834
26.82,72.026023,2647.870420,12.048193,5493.180424
26.84,72.026023,2640.562678,12.048193,5493.181004
26.86,72.026023,2633.076380,12.048193,5493.181579
26.88,72.026023,2625.416489,12.048193,5493.182153
26.90,72.026023,2617.588098,12.048193,5493.182731
26.92,72.026023,2609.596430,12.048193,5493.183319
26.94,72.026023,2601.446830,12.048193,5493.183926
26.96,72.026023,2593.144760,12.048193,5493.184554
26.98,72.026023,2584.695795,12.048193,5493.185203
27.00,72.026023,2576.105619,12.048193,5493.185872
27.02,72.026023,2567.380013,12.048193,5493.186561
27.04,72.026023,2558.524857,12.048193,5493.187271
27.06,72.026023,2549.546117,12.048193,5493.188000
27.08,72.026023,2540.449843,12.048193,5493.188750
27.10,72.026023,2531.242159,12.048193,5493.189518
27.12,72.026023,2521.929261,12.048193,5493.190306
27.14,72.026023,2512.517403,12.048193,5493.191113
27.16,72.026023,2503.012897,12.048193,5493.191938
27.18,72.026023,2493.422100,12.048193,5493.192782
27.20,72.026023,2483.751410,12.048193,5493.193643
27.22,72.026023,2474.007256,12.048193,5493.194521
27.24,72.026023,2464.196093,12.048193,5493.195417
27.26,72.026023,2454.324390,12.048193,5493.196330
27.28,72.026023,2444.398627,12.048193,5493.197259
27.30,72.026023,2434.425281,12.048193,5493.198205
27.32,72.026023,2424.410826,12.048193,5493.199166
27.34,72.026023,2414.361715,12.048193,5493.200143
27.36,72.026023,2404.284380,12.048193,5493.201136
27.38,72.025990,2394.185220,12.048193,5493.202144
27.40,72.025990,2384.070593,12.048193,5493.203167
27.42,72.025990,2373.946810,12.048193,5493.204204
27.44,72.025990,2363.820124,12.048193,5493.205254
27.46,72.025990,2353.696724,12.048193,5493.206286
27.48,72.025990,2343.582729,12.048193,5493.207273
27.50,72.025990,2333.484175,12.048193,5493.208199
27.52,72.025990,2323.407014,12.048193,5493.209060
27.54,72.025990,2313.357102,12.048193,5493.209857
27.56,72.025990,2303.340194,12.048193,5493.210599
27.58,72.025990,2294.050073,12.048193,5493.211294
27.60,72.025990,2286.120756,12.048193,5493.211950
27.62,72.025990,2279.377563,12.048193,5493.212577
27.64,72.025990,2273.658205,12.048193,5493.213182
27.66,72.025990,2268.816760,12.048193,5493.213772
27.68,72.025990,2264.724603,12.048193,5493.214352
27.70,72.025990,2261.269795,12.048193,5493.214927
27.72,72.025990,2258.355759,12.048193,5493.215502
27.74,72.025990,2255.899669,12.048193,5493.216079
27.76,72.025990,2253.830804,12.048193,5493.216668
27.78,72.025990,2252.088977,12.048193,5493.217275
27.80,72.025990,2250.623089,12.048193,5493.217903
27.82,72.025990,2249.389846,12.048193,5493.218552
27.84,72.025990,2248.352619,12.048193,5493.219221
27.86,72.025990,2247.480459,12.048193,5493.219910
27.88,72.025990,2246.747243,12.048193,5493.220620
27.90,72.025990,2246.130937,12.048193,5493.221349
27.92,72.025990,2245.612974,12.048193,5493.222099
27.94,72.025990,2245.177712,12.048193,5493.222868
27.96,72.025990,2244.811982,12.048193,5493.223656
27.98,72.025990,2244.504702,12.048193,5493.224462
28.00,72.025990,2244.246550,12.048193,5493.225288
28.02,72.025990,2244.029682,12.048193,5493.226131
28.04,72.025990,2243.847507,12.048193,5493.226992
28.06,72.025990,2243.694480,12.048193,5493.227871
28.08,72.025990,2243.565942,12.048193,5493.228767
28.10,72.025990,2243.457977,12.048193,5493.229679
28.12,72.025990,2243.367295,12.048193,5493.230609
28.14,72.025990,2243.291130,12.048193,5493.231554
28.16,72.025990,2243.227160,12.048193,5493.232516
28.18,72.025990,2243.173433,12.048193,5493.233493
28.20,72.025990,2243.128310,12.048193,5493.234486
28.22,72.025799,2243.090412,12.048193,5493.235494
28.24,72.025799,2243.058584,12.048193,5493.236516
28.26,72.025799,2243.031853,12.048193,5493.237553
28.28,72.025799,2243.009403,12.048193,5493.238604
28.30,72.025799,2242.990549,12.048193,5493.239636
28.32,72.025799,2242.974715,12.048193,5493.240623
28.34,72.025799,2242.961416,12.048193,5493.241549
28.36,72.025799,2242.950248,12.048193,5493.242410
28.38,72.025799,2242.940869,12.048193,5493.243208
28.40,72.025799,2242.932992,12.048193,5493.243949
28.42,72.025799,2242.926377,12.048193,5493.244644
28.44,72.025799,2242.920821,12.048193,5493.245300
28.46,72.025799,2242.916155,12.048193,5493.245928
28.48,72.025799,2242.912237,12.048193,5493.246533
28.50,72.025799,2242.908946,12.048193,5493.247123
28.52,72.025799,2242.906182,12.048193,5493.247703
28.54,72.025799,2242.903861,12.048193,5493.248279
28.56,72.025799,2242.901912,12.048193,5493.248853
28.58,72.025799,2242.900275,12.048193,5493.249431
28.60,72.025799,2242.898901,12.048193,5493.250019
28.62,72.025799,2242.897746,12.048193,5493.250627
28.64,72.025799,2242.896776,12.048193,5493.251255
28.66,72.025799,2242.895962,12.048193,5493.251904
28.68,72.025799,2242.895278,12.048193,5493.252573
28.70,72.025799,2242.894704,12.048193,5493.253262
28.72,72.025799,2242.894222,12.048193,5493.253972
28.74,72.025799,2242.893817,12.048193,5493.254702
28.76,72.025799,2242.893476,12.048193,5493.255451
28.78,72.025799,2242.893191,12.048193,5493.256220
28.80,72.025799,2242.892951,12.048193,5493.257008
28.82,72.025799,2242.892749,12.048193,5493.257815
28.84,72.025799,2242.892580,12.048193,5493.258640
28.86,72.025799,2242.892438,12.048193,5493.259484
28.88,72.025799,2242.892319,12.048193,5493.260345
28.90,72.025799,2242.892218,12.048193,5493.261224
28.92,72.025799,2242.892134,12.048193,5493.262120
28.94,72.025799,2242.892064,12.048193,5493.263033
28.96,72.025799,2242.892004,12.048193,5493.263962
28.98,72.025799,2242.891954,12.048193,5493.264908
29.00,72.025799,2242.891913,12.048193,5493.265869
29.02,72.025799,2242.891877,12.048193,5493.266847
29.04,72.025799,2242.891848,12.048193,5493.267839
29.06,72.025471,2242.891823,12.048193,5493.268847
29.08,72.025471,2242.891802,12.048193,5493.269870
29.10,72.025471,2242.891785,12.048193,5493.270907
29.12,72.025471,2242.891770,12.048193,5493.271958
29.14,72.025471,2242.891758,12.048193,5493.272990
29.16,72.025471,2242.891747,12.048193,5493.273977
29.18,72.025471,2242.891739,12.048193,5493.274903
29.20,72.025471,2242.891731,12.048193,5493.275764
29.22,72.025471,2242.891725,12.048193,5493.276562
29.24,72.025471,2242.891720,12.048193,5493.277304
29.26,72.025471,2242.891716,12.048193,5493.277999
29.28,72.025471,2242.891712,12.048193,5493.278655
29.30,72.025471,2242.891709,12.048193,5493.279282
29.32,72.025471,2242.891706,12.048193,5493.279888
29.34,72.025471,2242.891704,12.048193,5493.280478
29.36,72.025471,2242.891703,12.048193,5493.281058
29.38,72.025471,2242.891701,12.048193,5493.281634
29.40,72.025471,2242.891700,12.048193,5493.282208
29.42,72.025471,2242.891699,12.048193,5493.282786
29.44,72.025471,2242.891698,12.048193,5493.283374
29.46,72.025471,2242.891697,12.048193,5493.283982
29.48,72.025471,2242.891696,12.048193,5493.284610
29.50,72.025471,2242.891696,12.048193,5493.285259
29.52,72.025471,2244.295685,12.048193,5493.285928
29.54,72.025471,2246.915192,12.048193,5493.286618
29.56,72.025471,2250.574275,12.048193,5493.287328
29.58,72.025471,2255.116162,12.048193,5493.288057
29.60,72.025471,2260.404774,12.048193,5493.288807
29.62,72.025471,2266.323800,12.048193,5493.289576
29.64,72.025471,2272.774712,12.048193,5493.290364
29.66,72.025471,2279.674463,12.048193,5493.291171
29.68,72.025471,2286.953203,12.048193,5493.291996
29.70,72.025471,2294.552205,12.048193,5493.292840
29.72,72.025471,2302.422028,12.048193,5493.293701
29.74,72.025471,2310.520953,12.048193,5493.294580
29.76,72.025471,2318.813652,12.048193,5493.295476
29.78,72.025471,2327.270077,12.048193,5493.296389
29.80,72.025471,2335.864540,12.048193,5493.297318
29.82,72.025471,2344.574944,12.048193,5493.298264
29.84,72.025471,2353.382151,12.048193,5493.299225
29.86,72.025471,2362.269459,12.048193,5493.300203
29.88,72.025471,2371.222173,12.048193,5493.301196
29.90,72.025168,2380.227252,12.048193,5493.302204
29.92,72.025168,2389.273013,12.048193,5493.303226
29.94,72.025168,2398.348892,12.048193,5493.304264
29.96,72.025168,2407.445248,12.048193,5493.305314
29.98,72.025168,2416.553199,12.048193,5493.306346
30.00,72.025168,2425.664486,12.048193,5493.307333
30.02,72.025168,2434.771364,12.048193,5493.308259
30.04,72.025168,2443.866510,12.048193,5493.309120
30.06,72.025168,2452.942951,12.048193,5493.309918
30.08,72.025168,2461.993996,12.048193,5493.310660
30.10,72.025168,2471.013194,12.048193,5493.311355
30.12,72.025168,2479.994287,12.048193,5493.312011
30.14,72.025168,2488.931175,12.048193,5493.312638
30.16,72.025168,2497.817896,12.048193,5493.313243
30.18,72.025168,2506.648595,12.048193,5493.313834
30.20,72.025168,2515.417512,12.048193,5493.314414
30.22,72.025168,2524.118967,12.048193,5493.314989
30.24,72.025168,2532.747345,12.048193,5493.315564
30.26,72.025168,2541.297095,12.048193,5493.316141
30.28,72.025168,2549.762716,12.048193,5493.316730
30.30,72.025168,2558.138755,12.048193,5493.317338
30.32,72.025168,2566.419808,12.048193,5493.317966
30.34,72.025168,2574.600511,12.048193,5493.318615
30.36,72.025168,2582.675545,12.048193,5493.319284
30.38,72.025168,2590.639633,12.048193,5493.319973
30.40,72.025168,2598.487542,12.048193,5493.320683
30.42,72.025168,2606.214086,12.048193,5493.321413
30.44,72.025168,2613.814125,12.048193,5493.322162
30.46,72.025168,2621.282569,12.048193,5493.322931
30.48,72.025168,2628.614381,12.048193,5493.323719
30.50,72.025168,2635.804580,12.048193,5493.324526
30.52,72.025168,2642.848246,12.048193,5493.325351
30.54,72.025168,2649.740520,12.048193,5493.326195
30.56,72.025168,2656.476610,12.048193,5493.327056
30.58,72.025168,2663.051796,12.048193,5493.327935
30.60,72.025168,2669.461434,12.048193,5493.328831
30.62,72.025168,2675.700955,12.048193,5493.329743
30.64,72.025168,2681.765877,12.048193,5493.330673
30.66,72.025168,2687.651803,12.048193,5493.331618
30.68,72.025168,2693.354429,12.048193,5493.332580
30.70,72.025168,2698.869545,12.048193,5493.333557
30.72,72.025168,2704.193043,12.048193,5493.334550
30.74,72.024986,2709.320917,12.048193,5493.335558
30.76,72.024986,2714.249270,12.048193,5493.336581
30.78,72.024986,2718.974317,12.048193,5493.337618
30.80,72.024986,2723.492388,12.048193,5493.338668
30.82,72.024986,2727.799934,12.048193,5493.339700
30.84,72.024986,2731.893531,12.048193,5493.340687
30.86,72.024986,2735.769879,12.048193,5493.341613
30.88,72.024986,2739.425813,12.048193,5493.342474
30.90,72.024986,2742.858300,12.048193,5493.343272
30.92,72.024986,2746.064445,12.048193,5493.344014
30.94,72.024986,2749.041496,12.048193,5493.344708
30.96,72.024986,2751.786844,12.048193,5493.345365
30.98,72.024986,2754.298030,12.048193,5493.345992
31.00,72.024986,2756.572742,12.048193,5493.346597
31.02,72.024986,2758.608825,12.048193,5493.347187
31.04,72.024986,2760.404279,12.048193,5493.347768
31.06,72.024986,2761.957261,12.048193,5493.348343
31.08,72.024986,2763.266092,12.048193,5493.348917
31.10,72.024986,2764.329256,12.048193,5493.349495
31.12,72.024986,2765.145400,12.048193,5493.350084
31.14,72.024986,2765.713344,12.048193,5493.350691
31.16,72.024986,2766.032073,12.048193,5493.351319
31.18,72.024986,2766.100747,12.048193,5493.351968
31.20,72.024986,2765.918697,12.048193,5493.352637
31.22,72.024986,2765.485430,12.048193,5493.353327
31.24,72.024986,2764.800629,12.048193,5493.354036
31.26,72.024986,2763.864154,12.048193,5493.354766
31.28,72.024986,2762.676044,12.048193,5493.355515
31.30,72.024986,2761.236518,12.048193,5493.356284
31.32,72.024986,2759.545974,12.048193,5493.357072
31.34,72.024986,2757.604991,12.048193,5493.357879
31.36,72.024986,2755.414331,12.048193,5493.358704
31.38,72.024986,2752.974935,12.048193,5493.359548
31.40,72.024986,2750.287929,12.048193,5493.360409
31.42,72.024986,2747.354619,12.048193,5493.361288
31.44,72.024986,2744.176494,12.048193,5493.362184
31.46,72.024986,2740.755223,12.048193,5493.363096
31.48,72.024986,2737.092658,12.048193,5493.364026
31.50,72.024986,2733.190831,12.048193,5493.364971
31.52,72.024986,2729.051952,12.048193,5493.365933
31.54,72.024986,2724.678413,12.048193,5493.366910
31.56,72.024986,2720.072781,12.048193,5493.367903
31.58,72.024815,2715.237800,12.048193,5493.368911
31.60,72.024815,2710.176390,12.048193,5493.369934
31.62,72.024815,2704.891643,12.048193,5493.370971
31.64,72.024815,2699.386821,12.048193,5493.372021
31.66,72.024815,2693.665359,12.048193,5493.373053
31.68,72.024815,2687.730856,12.048193,5493.374040
31.70,72.024815,2681.587075,12.048193,5493.374966
31.72,72.024815,2675.237943,12.048193,5493.375827
31.74,72.024815,2668.687546,12.048193,5493.376625
31.76,72.024815,2661.940122,12.048193,5493.377367
31.78,72.024815,2655.000066,12.048193,5493.378061
31.80,72.024815,2647.871920,12.048193,5493.378718
31.82,72.024815,2640.560371,12.048193,5493.379345
31.84,72.024815,2633.070247,12.048193,5493.379950
31.86,72.024815,2625.406515,12.048193,5493.380540
31.88,72.024815,2617.574271,12.048193,5493.381121
31.90,72.024815,2609.578742,12.048193,5493.381696
31.92,72.024815,2601.425276,12.048193,5493.382270
31.94,72.024815,2593.119341,12.048193,5493.382848
31.96,72.024815,2584.666516,12.048193,5493.383437
31.98,72.024815,2576.072485,12.048193,5493.384044
32.00,72.024815,2567.343037,12.048193,5493.384672
32.02,72.024815,2558.484055,12.048193,5493.385321
32.04,72.024815,2549.501507,12.048193,5493.385990
32.06,72.024815,2540.401449,12.048193,5493.386680
32.08,72.024815,2531.190009,12.048193,5493.387390
32.10,72.024815,2521.873385,12.048193,5493.388119
32.12,72.024815,2512.457837,12.048193,5493.388869
32.14,72.024815,2502.949680,12.048193,5493.389638
32.16,72.024815,2493.355274,12.048193,5493.390426
32.18,72.024815,2483.681021,12.048193,5493.391232
32.20,72.024815,2473.933354,12.048193,5493.392058
32.22,72.024815,2464.118731,12.048193,5493.392901
32.24,72.024815,2454.243625,12.048193,5493.393762
32.26,72.024815,2444.314519,12.048193,5493.394641
32.28,72.024815,2434.337895,12.048193,5493.395537
32.30,72.024815,2424.320228,12.048193,5493.396450
32.32,72.024815,2414.267975,12.048193,5493.397379
32.34,72.024815,2404.187571,12.048193,5493.398325
32.36,72.024815,2394.085418,12.048193,5493.399286
32.38,72.024815,2383.967877,12.048193,5493.400264
32.40,72.024815,2373.841260,12.048193,5493.401256
32.42,72.024550,2363.711825,12.048193,5493.402264
32.44,72.024550,2353.585762,12.048193,5493.403287
32.46,72.024550,2343.469192,12.048193,5493.404324
32.48,72.024550,2333.368154,12.048193,5493.405375
32.50,72.024550,2323.288600,12.048193,5493.406407
32.52,72.024550,2313.236390,12.048193,5493.407393
32.54,72.024550,2303.217280,12.048193,5493.408320
32.56,72.024550,2293.944881,12.048193,5493.409181
32.58,72.024550,2286.031133,12.048193,5493.409979
32.60,72.024550,2279.301446,12.048193,5493.410721
32.62,72.024550,2273.593709,12.048193,5493.411415
32.64,72.024550,2268.762206,12.048193,5493.412072
32.66,72.024550,2264.678520,12.048193,5493.412699
32.68,72.024550,2261.230909,12.048193,5493.413305
32.70,72.024550,2258.322972,12.048193,5493.413895
32.72,72.024550,2255.872043,12.048193,5493.414476
32.74,72.024550,2253.807540,12.048193,5493.415051
32.76,72.024550,2252.069394,12.048193,5493.415626
32.78,72.024550,2250.606612,12.048193,5493.416204
32.80,72.024550,2249.375986,12.048193,5493.416793
32.82,72.024550,2248.340963,12.048193,5493.417400
